,code,product_name,product_type,brands,canonical_categories,canonical_countries,ingredients_n,known_ingredients_n,unknown_ingredients_n,completeness,scans_n,unique_scans_n,creator,completeness_ratio,compl_critical_ratio,is_duplicate_product_name,ingredients_match,unknown_ingredients_ratio,ingredients_quality_score,countries_count,categories_count,missing_country_flag,missing_category_flag,missing_both_taxonomy_flag,country_languages,category_languages,countries_mixl,categories_mixl,has_lang_conflict,taxonomy_score,product_quality_score
0,8410757001090,Crema Manos,beauty,S'nonas,"[""en:Creams"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:france"", ""en:morocco"", ""en:united-states""]",24,23.0,1,0.5625,1083.0,849.0,smoothie-app,1.0,1.0,0,1,0.041666666666666664,0.9583333333333334,3,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9854166666666667
1,6281006408647,,beauty,"Unilever,Vaseline","[""en:incorrect-product-type"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:germany"", ""en:morocco"", ""en:saudi-arabia""]",1,0.0,1,0.4625,570.0,504.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,3,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
2,80466468,DOVE Déodorant Femme Anti-Transpirant Stick Original 50ml,beauty,"unilever, dove","[""en:D\u00e9odorants anti-transpirants"", ""en:open-beauty-facts""]","[""en:algeria"", ""en:france"", ""en:libya"", ""en:morocco"", ""en:saudi-arabia"", ""en:spain""]",19,19.0,0,0.6875,523.0,436.0,openfoodfacts-contributors,1.0,1.0,0,1,0.0,1.0,6,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,1.0
3,3337875598996,moisturising cream,beauty,CeraVe,"[""fr:baume hydratant""]","[""en:france"", ""en:morocco"", ""en:romania""]",28,12.0,16,0.8875,497.0,422.0,smoothie-app,1.0,1.0,0,1,0.5714285714285714,0.4285714285714286,3,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.775
4,3574669909594,,beauty,Johnson’s baby,[],"[""en:algeria"", ""en:morocco"", ""en:ukraine""]",3,3.0,0,0.2625,520.0,414.0,smoothie-app,1.0,1.0,1,1,0.0,1.0,3,0,0,1,0,"[""en""]",[],0,0,0,1.0,1.0
5,8886467010309,Lalla,beauty,Lalal,"[""en:Cosmetics""]","[""en:morocco"", ""en:united-states""]",1,0.0,1,0.5625,520.0,406.0,smoothie-app,1.0,1.0,0,1,1.0,0.0,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
6,4810317002002,True Dent Dentrifrice,beauty,,"[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:Noutrriment""]","[""en:morocco"", ""en:united-states""]",12,11.0,1,0.4625,590.0,386.0,smoothie-app,1.0,1.0,0,1,0.08333333333333333,0.9166666666666666,2,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9458333333333333
7,3600541177741,68YN5T 400ml,beauty,Ultra doux,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco"", ""en:saudi-arabia"", ""en:tunisia""]",30,24.0,6,0.4625,456.0,349.0,foodless,1.0,1.0,0,1,0.2,0.8,3,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.93
8,3600551119922,Lait de toilette très doux,beauty,"Mixa,Mixa Bébé","[""fr:B\u00e9b\u00e9"", ""fr:Laits de toilette""]","[""en:france"", ""en:morocco""]",22,17.0,5,0.8,396.0,319.0,smoothie-app,1.0,1.0,0,1,0.22727272727272727,0.7727272727272727,2,2,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.8954545454545455
9,6111260265321,,beauty,,"[""en:incorrect-product-type"", ""en:non-food-products"", ""en:open-beauty-facts"", ""fr:Cosmetiques"", ""fr:Cosm\u00e9tiques""]","[""en:france"", ""en:morocco""]",36,22.0,14,0.275,391.0,301.0,smoothie-app,0.7142857142857143,0.5,1,1,0.3888888888888889,0.6111111111111112,2,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.5674603174603174
10,6111056012979,,beauty,,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",25,18.0,7,0.375,344.0,268.0,smoothie-app,1.0,1.0,1,1,0.28,0.72,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.902
11,6111245596099,Lingette Bebe 120x,beauty,Dalaa Baby,[],"[""en:morocco""]",22,17.0,5,0.6625,304.0,261.0,vegan-app-chakib,1.0,1.0,0,1,0.22727272727272727,0.7727272727272727,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9204545454545455
12,3337875597197,CeraVe Schuimende Reinigingsgel,beauty,CeraVe,"[""nl:Beauty"", ""nl:Gezichtsreiniging"", ""nl:Reinigingsgel"", ""nl:Skincare""]","[""en:netherlands""]",28,26.0,2,0.6625,308.0,257.0,smoothie-app,1.0,1.0,0,1,0.07142857142857142,0.9285714285714286,1,4,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.95
13,6111275360004,,beauty,,[],"[""en:france"", ""en:morocco""]",1,0.0,1,0.1625,313.0,256.0,smoothie-app,0.5714285714285714,0.25,1,1,1.0,0.0,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.24285714285714285
14,42164104,,beauty,Nivéa,"[""en:incorrect-product-type"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",1,0.0,1,0.3625,305.0,246.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
15,6111056012986,cadum,beauty,cadum,"[""en:hair"", ""en:shampoos"", ""ar:shampo"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",29,0.0,29,0.6,291.0,235.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,5,0,0,0,"[""en""]","[""en"", ""ar""]",0,1,0,0.6666666666666667,0.625
16,4005808890590,Nivea crème,beauty,Nivea,"[""en:Baby-foods"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:france"", ""en:morocco"", ""en:peru""]",1,0.0,1,0.475,293.0,234.0,app-kaki,1.0,1.0,1,1,1.0,0.0,3,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
17,4066447341942,Deocreme mit Natron und Zink,beauty,Balea,"[""de:deocreme"", ""de:drogerie-produkt"", ""fr:Cosm\u00e9tique""]","[""en:germany"", ""en:morocco""]",13,8.0,5,0.575,275.0,231.0,smoothie-app,1.0,1.0,0,1,0.38461538461538464,0.6153846153846154,2,3,0,0,0,"[""en""]","[""de"", ""fr""]",0,1,1,0.33333333333333337,0.8153846153846154
18,4000196901163,Glysolid,beauty,,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco"", ""en:somalia""]",22,14.0,8,0.475,297.0,224.0,openfoodfacts-contributors,1.0,1.0,0,1,0.36363636363636365,0.6363636363636364,2,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8727272727272727
19,3337875597357,Foaming cleanser,beauty,"L'Oréal,Cerave","[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:produit cosmetique""]","[""en:france"", ""en:italy"", ""en:morocco"", ""en:spain""]",23,23.0,0,0.4625,272.0,222.0,smoothie-app,1.0,1.0,0,1,0.0,1.0,4,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.975
20,6111056013082,Cadum,beauty,,"[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:Cadum purifie et adoucit au ghassoul""]","[""en:morocco""]",24,22.0,2,0.4875,260.0,217.0,smoothie-app,1.0,1.0,1,1,0.08333333333333333,0.9166666666666666,1,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9458333333333333
23,5410076652105,,beauty,Pantene,"[""en:Open-beauty-facts""]","[""en:morocco""]",2,0.0,2,0.475,249.0,208.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
24,5410076651627,Champoings,beauty,Pantene,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",26,26.0,0,0.4625,244.0,198.0,smoothie-app,1.0,1.0,0,1,0.0,1.0,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,1.0
26,6111056014508,Cadum,beauty,Cadum,[],"[""en:morocco""]",19,0.0,19,0.375,216.0,188.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.65
27,42182634,Vaseline Original Petroleum Jelly,beauty,Vaseline,"[""en:body"", ""en:body-creams"", ""nl:Huidverzorging"", ""nl:Verzorging""]","[""en:netherlands""]",1,0.0,1,0.6625,211.0,186.0,app-kaki,1.0,1.0,1,1,1.0,0.0,1,4,0,0,0,"[""en""]","[""en"", ""nl""]",0,1,0,0.6666666666666667,0.625
28,4005808890576,Nivea soft,beauty,Nivéa,"[""en:incorrect-product-type"", ""en:Cosmetic products"", ""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:cr\u00e8me de soin hydratante""]","[""en:france"", ""en:morocco"", ""en:united-kingdom""]",41,19.0,22,0.5875,232.0,186.0,manall,1.0,1.0,1,1,0.5365853658536586,0.46341463414634143,3,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7871951219512194
29,8001090662231,Coconut Milk,beauty,Herbal Essences,"[""en:health-beauty"", ""en:personal-care"", ""en:hair-care"", ""en:shampoo-conditioner"", ""en:shampoo"", ""en:hair""]","[""en:morocco""]",41,39.0,2,0.575,224.0,186.0,smoothie-app,1.0,1.0,1,1,0.04878048780487805,0.9512195121951219,1,6,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9829268292682927
30,8718951432512,,beauty,,"[""en:open-beauty-facts""]","[""en:morocco""]",22,15.0,7,0.275,215.0,186.0,smoothie-app,0.7142857142857143,0.5,1,1,0.3181818181818182,0.6818181818181819,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.6172077922077922
31,3337875597180,CeraVe Hydraterende Reinigingscrème,beauty,Cerave,"[""nl:Beauty"", ""nl:Dermacare""]","[""en:netherlands""]",25,24.0,1,0.5625,229.0,176.0,smoothie-app,1.0,1.0,1,1,0.04,0.96,1,2,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.961
32,8001090662057,SHAMPOO,beauty,,"[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:cosm\u00e9tiques""]","[""en:morocco"", ""en:Maroc""]",1,0.0,1,0.4625,202.0,172.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,2,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.625
36,4250947516027,Essence Lash Princess False Lash Effect Black Mascara,beauty,Essence,"[""en:makeup"", ""en:eyes"", ""en:eyes-makeup"", ""en:mascara"", ""nl:Beauty""]","[""en:netherlands""]",39,17.0,22,0.4625,185.0,157.0,smoothie-app,1.0,1.0,0,1,0.5641025641025641,0.4358974358974359,1,5,0,0,0,"[""en""]","[""en"", ""nl""]",0,1,0,0.6666666666666667,0.7775641025641026
37,3574669908030,,beauty,johnsons,"[""en:incorrect-product-type"", ""en:Cosmetic products"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",24,20.0,4,0.475,217.0,156.0,smoothie-app,1.0,1.0,1,1,0.16666666666666666,0.8333333333333334,1,4,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9416666666666668
38,3337875784054,Blemish control cleanser,beauty,"Cerave,L'Oréal",[],"[""en:algeria"", ""en:france"", ""en:italy"", ""en:morocco"", ""en:spain"", ""en:united-kingdom""]",23,22.0,1,0.375,188.0,156.0,smoothie-app,1.0,1.0,0,1,0.043478260869565216,0.9565217391304348,6,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9847826086956523
41,3600540539397,garnier,beauty,Garnier,[],"[""en:algeria"", ""en:france"", ""en:morocco"", ""en:saudi-arabia""]",22,21.0,1,0.4625,171.0,154.0,foodless,1.0,1.0,1,1,0.045454545454545456,0.9545454545454546,4,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9840909090909091
42,4005900008985,,beauty,Nivea,"[""en:open-beauty-facts""]","[""en:algeria"", ""en:morocco"", ""en:saudi-arabia""]",53,23.0,30,0.375,189.0,152.0,smoothie-app,1.0,1.0,1,1,0.5660377358490566,0.4339622641509434,3,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8018867924528302
43,8480000467713,Cream pure urea 10%,beauty,Deliplus,"[""en:body"", ""en:body-creams"", ""ar:\u0643\u0631\u064a\u0645\u0627\u062a-\u0644\u0644\u0642\u062f\u0645""]","[""en:morocco"", ""en:portugal"", ""en:spain""]",24,22.0,2,0.6625,180.0,151.0,openfoodfacts-contributors,1.0,1.0,0,1,0.08333333333333333,0.9166666666666666,3,3,0,0,0,"[""en""]","[""en"", ""ar""]",0,1,0,0.6666666666666667,0.9458333333333333
44,8717163997345,Dove Original Anti-persperant,beauty,"Unilever,Dove","[""en:Open-beauty-facts""]","[""en:morocco"", ""en:united-kingdom""]",23,21.0,2,0.575,179.0,150.0,swipe-studio,1.0,1.0,0,1,0.08695652173913043,0.9130434782608696,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9695652173913044
45,5011321986794,,beauty,,"[""fr:Bkj"", ""fr:cadum""]","[""en:morocco""]",1,0.0,1,0.375,180.0,149.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,2,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.625
46,3337875597333,CeraVe Hydraterende Reinigingscrème,beauty,CeraVe,"[""en:face"", ""en:cleansers"", ""en:cleansing-milks"", ""nl:Beauty"", ""nl:Gezichtsreiniging"", ""nl:Skincare""]","[""en:netherlands""]",24,23.0,1,0.5625,187.0,148.0,smoothie-app,1.0,1.0,1,1,0.041666666666666664,0.9583333333333334,1,6,0,0,0,"[""en""]","[""en"", ""nl""]",0,1,0,0.6666666666666667,0.9604166666666667
48,8718481351000,Gel 92 % Aloe vera,beauty,Betty's nature,"[""fr:Gel corps"", ""fr:Gel hydratant"", ""fr:visage et mains""]","[""en:belgium"", ""en:france"", ""en:morocco""]",17,15.0,2,0.5875,163.0,145.0,smoothie-app,1.0,1.0,0,1,0.11764705882352941,0.8823529411764706,3,3,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.9338235294117647
49,8717163004869,Go fresh,beauty,Dove,"[""en:incorrect-product-type"", ""en:non-food-products"", ""en:open-beauty-facts"", ""en:Cosmetic products"", ""fr:cosm\u00e9tiques""]","[""en:algeria"", ""en:morocco""]",24,15.0,9,0.6,180.0,144.0,smoothie-app,1.0,1.0,0,1,0.375,0.625,2,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.84375
50,8480000467942,Deodorant,beauty,Deliplus,"[""en:Open-beauty-facts""]","[""en:morocco"", ""en:spain""]",19,13.0,6,0.4625,177.0,142.0,smoothie-app,1.0,1.0,1,1,0.3157894736842105,0.6842105263157895,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8894736842105263
51,6111033001507,Madonna,beauty,,"[""en:Beverages"", ""en:Beverages-and-beverages-preparations"", ""en:Waters""]","[""en:france"", ""en:morocco""]",6,2.0,4,0.5625,158.0,139.0,openfoodfacts-contributors,1.0,1.0,0,1,0.6666666666666666,0.33333333333333337,2,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7666666666666667
52,3337875597210,CeraVe Hydraterende Melk,beauty,CeraVe,"[""nl:Beauty"", ""nl:Dermacare""]","[""en:netherlands""]",31,25.0,6,0.5625,157.0,137.0,openfoodfacts-contributors,1.0,1.0,1,1,0.1935483870967742,0.8064516129032258,1,2,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.907258064516129
53,8712561483094,,beauty,,[],"[""en:morocco""]",30,27.0,3,0.1625,181.0,137.0,sebleouf,1.0,1.0,1,1,0.1,0.9,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.965
56,6111246207680,,beauty,,[],"[""en:morocco""]",24,20.0,4,0.175,166.0,133.0,salma22,1.0,1.0,1,1,0.16666666666666666,0.8333333333333334,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9416666666666668
58,3600522410874,Huile extraordinaire,beauty,"l-oreal, l-oreal-consumer-products, l-oreal-paris, Elseve","[""en:hair"", ""en:hair-care""]","[""en:france"", ""en:morocco""]",11,2.0,9,0.575,160.0,131.0,jptonnel,1.0,1.0,1,1,0.8181818181818182,0.18181818181818177,2,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7136363636363636
59,8886467010293,,beauty,,[],"[""en:morocco""]",31,18.0,13,0.2625,168.0,130.0,smoothie-app,1.0,1.0,1,1,0.41935483870967744,0.5806451612903225,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8532258064516128
60,3574661288352,Nottregona,beauty,Neutrogena,"[""en:Open-beauty-facts""]","[""en:france"", ""en:morocco""]",30,5.0,25,0.5625,159.0,127.0,kiliweb,1.0,1.0,0,1,0.8333333333333334,0.16666666666666663,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7083333333333334
61,3337872411991,gel nettoyant,beauty,La Roche-Posay,"[""en:Face cleansing gel"", ""fr:skin-care""]","[""en:france"", ""en:morocco""]",23,20.0,3,0.7625,142.0,126.0,zayna,1.0,1.0,0,1,0.13043478260869565,0.8695652173913043,2,2,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9293478260869565
63,6223000659243,Johnsons,beauty,Johnsons,"[""en:incorrect-product-type"", ""en:non-food-products"", ""en:open-beauty-facts"", ""fr:Baby shampoo"", ""fr:Shampoing""]","[""en:morocco""]",22,14.0,8,0.6875,138.0,124.0,nouamane10,1.0,1.0,1,1,0.36363636363636365,0.6363636363636364,1,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8477272727272727
65,3337875816847,Cicaplast Baume B5+,beauty,La Roche Posay,"[""fr:Baumes et beurres pour le corps""]","[""en:france"", ""en:morocco""]",33,25.0,8,0.675,159.0,122.0,openfoodfacts-contributors,1.0,1.0,0,1,0.24242424242424243,0.7575757575757576,2,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.8901515151515151
66,8720181689079,,beauty,,[],"[""en:france"", ""en:morocco""]",43,28.0,15,0.1625,185.0,121.0,smoothie-app,0.5714285714285714,0.25,1,1,0.3488372093023256,0.6511627906976745,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.4707641196013289
69,6111246207512,,beauty,,[],"[""en:morocco""]",22,19.0,3,0.1625,155.0,120.0,smoothie-app,1.0,1.0,1,1,0.13636363636363635,0.8636363636363636,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9522727272727273
73,3574669907927,,beauty,,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",16,14.0,2,0.2625,145.0,119.0,ilyboua,1.0,1.0,1,1,0.125,0.875,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9562499999999999
74,7702018271788,Sport Triumph,beauty,Gillette,[],"[""en:morocco""]",9,8.0,1,0.4625,135.0,118.0,foodless,1.0,1.0,0,1,0.1111111111111111,0.8888888888888888,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9611111111111111
76,6111056013174,,beauty,,[],"[""en:morocco""]",15,15.0,0,0.2625,147.0,117.0,smoothie-app,1.0,1.0,1,1,0.0,1.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,1.0
77,40058153,Nivea Creeme,beauty,Nivea,"[""en:Body care"", ""en:Care"", ""en:Creme"", ""en:Family"", ""en:open-beauty-facts""]","[""en:morocco"", ""en:turkey""]",22,20.0,2,0.775,149.0,116.0,sadettin,1.0,1.0,0,1,0.09090909090909091,0.9090909090909091,2,5,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9681818181818181
78,3549620008388,Shampooing karité,beauty,Le Petit Olivier,"[""en:open-beauty-facts""]","[""en:france"", ""en:georgia"", ""en:morocco""]",15,5.0,10,0.6625,132.0,114.0,openfoodfacts-contributors,1.0,1.0,1,1,0.6666666666666666,0.33333333333333337,3,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7666666666666667
79,8710522417379,Signal Integral 8 Dentifrice Nature Elements Charbon 75ml,beauty,"unilever, signal, Integral 8","[""en:non-food-products"", ""en:open-beauty-facts"", ""en:toothpaste""]","[""en:france"", ""en:morocco""]",12,10.0,2,0.675,122.0,114.0,pommeorange147,1.0,1.0,0,1,0.16666666666666666,0.8333333333333334,2,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9416666666666668
80,8711568058717,Dentifrice turmeric,beauty,OPTISMILE NATURAL,"[""en:Open-beauty-facts"", ""fr:soins dentaires""]","[""en:belgium"", ""en:france"", ""en:germany"", ""en:morocco"", ""en:netherlands"", ""en:spain""]",18,14.0,4,0.875,124.0,113.0,openfoodfacts-contributors,1.0,1.0,0,1,0.2222222222222222,0.7777777777777778,6,2,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8972222222222221
81,3337875696548,Lipikar Baume AP+ M,beauty,"La Roche-Posay,loreal","[""en:body"", ""en:body-creams"", ""fr:baumes-et-beurres-pour-le-corps""]","[""en:belgium"", ""en:france"", ""en:italy"", ""en:morocco""]",27,25.0,2,0.775,128.0,112.0,vala81,1.0,1.0,0,1,0.07407407407407407,0.9259259259259259,4,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9490740740740741
83,3600551119816,Shampoing,beauty,Mixa,"[""en:Open-beauty-facts""]","[""en:france"", ""en:morocco""]",26,20.0,6,0.575,139.0,109.0,smoothie-app,1.0,1.0,1,1,0.23076923076923078,0.7692307692307692,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9192307692307692
86,3337875597395,CeraVe Hydraterende Melk,beauty,CeraVe,"[""nl:Bodylotion"", ""nl:Huidverzorging"", ""nl:Verzorging""]","[""en:netherlands""]",12,9.0,3,0.5625,121.0,109.0,smoothie-app,1.0,1.0,1,1,0.25,0.75,1,3,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.8875
87,3600522215370,Huile extraordinaire,beauty,Elsrve,"[""en:hair"", ""en:hair-care""]","[""en:france"", ""en:morocco"", ""en:reunion""]",19,15.0,4,0.4625,132.0,108.0,openfoodfacts-contributors,1.0,1.0,1,1,0.21052631578947367,0.7894736842105263,3,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9263157894736842
88,4005900369581,body lotion,beauty,Nivea,"[""fr:Beurre de cocoa""]","[""en:morocco""]",43,20.0,23,0.575,144.0,107.0,openfoodfacts-contributors,1.0,1.0,1,1,0.5348837209302325,0.4651162790697675,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7877906976744187
89,8410751093176,Fresa y nata,beauty,Tulipan Negro,"[""en:non-food-products"", ""en:open-beauty-facts""]","[""en:morocco""]",21,18.0,3,0.4625,145.0,107.0,smoothie-app,1.0,1.0,1,1,0.14285714285714285,0.8571428571428572,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9500000000000001
91,4005808925124,Nivea crème,beauty,"Beiersdorf, Nivea","[""en:body"", ""en:body-creams"", ""fr:cremes-hydratantes""]","[""en:france"", ""en:morocco""]",22,20.0,2,0.775,118.0,107.0,sebleouf,1.0,1.0,1,1,0.09090909090909091,0.9090909090909091,2,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9431818181818181
93,3600551146065,Déodorant invisimax,beauty,Narta,[],"[""en:france"", ""en:morocco""]",13,9.0,4,0.375,140.0,104.0,smoothie-app,1.0,1.0,0,1,0.3076923076923077,0.6923076923076923,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8923076923076924
96,8480000468772,leche limpiadora,beauty,"Deliplus, Mercadona","[""en:milks""]","[""en:morocco"", ""en:spain""]",26,8.0,18,0.475,120.0,103.0,veganeamos,1.0,1.0,1,1,0.6923076923076923,0.3076923076923077,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7576923076923078
98,8712561483162,,beauty,Vaseline,[],"[""en:morocco""]",35,26.0,9,0.375,131.0,101.0,openfoodfacts-contributors,0.7142857142857143,0.5,1,1,0.2571428571428571,0.7428571428571429,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.6385714285714286
101,3610340023675,,beauty,,"[""en:open-beauty-facts""]","[""en:morocco""]",66,22.0,44,0.2875,157.0,97.0,smoothie-app,0.7142857142857143,0.5,1,1,0.6666666666666666,0.33333333333333337,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.49523809523809526
105,6111259733787,اوني 750,beauty,,[],"[""en:morocco""]",3,1.0,2,0.375,103.0,94.0,smoothie-app,0.7142857142857143,0.5,0,1,0.6666666666666666,0.33333333333333337,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.49523809523809526
107,8001090134226,Toallitas,beauty,Dodot,[],"[""en:morocco""]",18,17.0,1,0.375,119.0,94.0,jkmjalal,1.0,1.0,1,1,0.05555555555555555,0.9444444444444444,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9805555555555555
109,8718951696150,,beauty,,[],"[""en:france"", ""en:morocco""]",37,28.0,9,0.15,125.0,92.0,smoothie-app,0.5714285714285714,0.25,1,1,0.24324324324324326,0.7567567567567568,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.5077220077220077
113,8480000443373,Argan oil shampoo,beauty,Deliplus,"[""en:hygiene""]","[""en:morocco"", ""en:spain""]",5,0.0,5,0.475,101.0,90.0,veganeamos,1.0,1.0,1,1,1.0,0.0,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
114,6111242926448,Vitaïa,beauty,MUTANDIS,"[""en:incorrect-product-type"", ""en:Cosmetic products"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",1,0.0,1,0.5875,132.0,89.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,4,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
117,8718951599758,,beauty,Sanex,[],"[""en:france"", ""en:morocco""]",7,7.0,0,0.4875,94.0,87.0,smoothie-app,0.7142857142857143,0.5,1,1,0.0,1.0,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7285714285714285
118,8002110383709,neutrogena creme main,beauty,"Neutrogena, Freeos","[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:seeds"", ""fr:cr\u00e8me mains""]","[""en:france"", ""en:italy"", ""en:morocco"", ""en:united-kingdom""]",10,9.0,1,0.575,101.0,85.0,smoothie-app,1.0,1.0,0,1,0.1,0.9,4,4,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.94
119,6111250476669,,beauty,,[],"[""en:morocco""]",22,21.0,1,0.15,97.0,84.0,smoothie-app,1.0,1.0,1,1,0.045454545454545456,0.9545454545454546,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9840909090909091
122,8901009111631,Miswak,beauty,Dabur,"[""en:hygiene"", ""en:toothpastes"", ""en:open-beauty-facts""]","[""en:algeria"", ""en:morocco""]",14,11.0,3,0.65,99.0,83.0,hadibou,1.0,1.0,0,1,0.21428571428571427,0.7857142857142857,2,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9249999999999999
